source_bucket	original_tex	compile_ready_source	tex_test_path
Downloads	imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-geometry-III.tex	imports/COMPILE_READY/Downloads_theory-of-geometry-III.tex	tex_test/tex/Downloads_theory-of-geometry-III.tex
Downloads	imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-geometry-IV.tex	imports/COMPILE_READY/Downloads_theory-of-geometry-IV.tex	tex_test/tex/Downloads_theory-of-geometry-IV.tex
Downloads	imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-linear-algebra-1.tex	imports/COMPILE_READY/Downloads_theory-of-linear-algebra-1.tex	tex_test/tex/Downloads_theory-of-linear-algebra-1.tex
Downloads	imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-linear-algebra-2.tex	imports/COMPILE_READY/Downloads_theory-of-linear-algebra-2.tex	tex_test/tex/Downloads_theory-of-linear-algebra-2.tex
Downloads	imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-real-analysis.tex	imports/COMPILE_READY/Downloads_theory-of-real-analysis.tex	tex_test/tex/Downloads_theory-of-real-analysis.tex
Downloads	imports/ALL_TEX_AND_FIGURES/tex/Downloads/vector_bundle_diagrams_snippet (1).tex	imports/COMPILE_READY/Downloads_vector_bundle_diagrams_snippet_1_.tex	tex_test/tex/Downloads_vector_bundle_diagrams_snippet_1_.tex
Downloads	imports/ALL_TEX_AND_FIGURES/tex/Downloads/vector_bundle_diagrams_snippet.tex	imports/COMPILE_READY/Downloads_vector_bundle_diagrams_snippet.tex	tex_test/tex/Downloads_vector_bundle_diagrams_snippet.tex
Downloads	imports/ALL_TEX_AND_FIGURES/tex/Downloads/vector_bundle_diagrams_standalone.tex	imports/COMPILE_READY/Downloads_vector_bundle_diagrams_standalone.tex	tex_test/tex/Downloads_vector_bundle_diagrams_standalone.tex
Downloads	imports/ALL_TEX_AND_FIGURES/tex/Downloads/wiki-green.tex	imports/COMPILE_READY/Downloads_wiki-green.tex	tex_test/tex/Downloads_wiki-green.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/commalg6_report_structure_template (1).tex	imports/COMPILE_READY/MATH_ALLS-3_commalg6_report_structure_template_1_.tex	tex_test/tex/MATH_ALLS-3_commalg6_report_structure_template_1_.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/commalg6_report_structure_template.tex	imports/COMPILE_READY/MATH_ALLS-3_commalg6_report_structure_template.tex	tex_test/tex/MATH_ALLS-3_commalg6_report_structure_template.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/diagrams_01-13_tikz.tex	imports/COMPILE_READY/MATH_ALLS-3_diagrams_01-13_tikz.tex	tex_test/tex/MATH_ALLS-3_diagrams_01-13_tikz.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-algebraic-topology-1.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-algebraic-topology-1.tex	tex_test/tex/MATH_ALLS-3_theory-of-algebraic-topology-1.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-algebraic-topology-2.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-algebraic-topology-2.tex	tex_test/tex/MATH_ALLS-3_theory-of-algebraic-topology-2.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-1.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-1.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-1.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-10.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-10.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-10.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-11.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-11.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-11.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-12.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-12.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-12.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-13.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-13.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-13.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-14.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-14.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-14.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-15.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-15.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-15.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-1s.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-1s.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-1s.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-2.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-2.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-2.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-3.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-3.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-3.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-4.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-4.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-4.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-5.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-5.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-5.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-5-professional.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-5-professional.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-5-professional-v2.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-5-professional-v2.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-6.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-6.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-6.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-7 - Copy.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-7_-_Copy.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-7_-_Copy.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-7.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-7.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-7.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-8.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-8.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-8.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-9.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-9.tex	tex_test/tex/MATH_ALLS-3_theory-of-commutative-algebra-9.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-differential-geometry-1.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-differential-geometry-1.tex	tex_test/tex/MATH_ALLS-3_theory-of-differential-geometry-1.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-differential-geometry-2.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-differential-geometry-2.tex	tex_test/tex/MATH_ALLS-3_theory-of-differential-geometry-2.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-differential-geometry-3.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-differential-geometry-3.tex	tex_test/tex/MATH_ALLS-3_theory-of-differential-geometry-3.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-differential-geometry-4.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-differential-geometry-4.tex	tex_test/tex/MATH_ALLS-3_theory-of-differential-geometry-4.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-differential-geometry-5.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-differential-geometry-5.tex	tex_test/tex/MATH_ALLS-3_theory-of-differential-geometry-5.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-differential-geometry-6.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-differential-geometry-6.tex	tex_test/tex/MATH_ALLS-3_theory-of-differential-geometry-6.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-differential-geometry-MATH3D.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-differential-geometry-MATH3D.tex	tex_test/tex/MATH_ALLS-3_theory-of-differential-geometry-MATH3D.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-linear-algebra-1.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-linear-algebra-1.tex	tex_test/tex/MATH_ALLS-3_theory-of-linear-algebra-1.tex
MATH_ALLS-3	imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-linear-algebra-2.tex	imports/COMPILE_READY/MATH_ALLS-3_theory-of-linear-algebra-2.tex	tex_test/tex/MATH_ALLS-3_theory-of-linear-algebra-2.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/ex3_8_takagi.tex	imports/COMPILE_READY/MATH-ALLS-2_ex3_8_takagi.tex	tex_test/tex/MATH-ALLS-2_ex3_8_takagi.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/ex38g_ex39.tex	imports/COMPILE_READY/MATH-ALLS-2_ex38g_ex39.tex	tex_test/tex/MATH-ALLS-2_ex38g_ex39.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/Exercise_1_2_append.tex	imports/COMPILE_READY/MATH-ALLS-2_Exercise_1_2_append.tex	tex_test/tex/MATH-ALLS-2_Exercise_1_2_append.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/exercise_4_solutions (1).tex	imports/COMPILE_READY/MATH-ALLS-2_exercise_4_solutions_1_.tex	tex_test/tex/MATH-ALLS-2_exercise_4_solutions_1_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/interpolation.tex	imports/COMPILE_READY/MATH-ALLS-2_interpolation.tex	tex_test/tex/MATH-ALLS-2_interpolation.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/interpolation_all.tex	imports/COMPILE_READY/MATH-ALLS-2_interpolation_all.tex	tex_test/tex/MATH-ALLS-2_interpolation_all.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/interpolation_n16.tex	imports/COMPILE_READY/MATH-ALLS-2_interpolation_n16.tex	tex_test/tex/MATH-ALLS-2_interpolation_n16.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/interpolation_n4.tex	imports/COMPILE_READY/MATH-ALLS-2_interpolation_n4.tex	tex_test/tex/MATH-ALLS-2_interpolation_n4.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/interpolation_n8.tex	imports/COMPILE_READY/MATH-ALLS-2_interpolation_n8.tex	tex_test/tex/MATH-ALLS-2_interpolation_n8.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises (1).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_1_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_1_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises (2).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_2_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_2_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises (3).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_3_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_3_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises.tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises.tex	tex_test/tex/MATH-ALLS-2_merged_exercises.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (1).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_1_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_corrected_1_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (2).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_2_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_corrected_2_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (3).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_3_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_corrected_3_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (4).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_4_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_corrected_4_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (5).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_5_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_corrected_5_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (6).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_6_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_corrected_6_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (7).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_7_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_corrected_7_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (8).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_8_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_corrected_8_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (9).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_9_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_corrected_9_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected.tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_corrected.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_FULL (1).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_FULL_1_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_FULL_1_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_FULL (2).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_FULL_2_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_FULL_2_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_FULL.tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_FULL.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_FULL.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_FULL_v2_1_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_FULL_v2_1_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_FULL_v2 (2).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_FULL_v2_2_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_FULL_v2_2_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_FULL_v2 (3).tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_FULL_v2_3_.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_FULL_v2_3_.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_FULL_v2.tex	imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_FULL_v2.tex	tex_test/tex/MATH-ALLS-2_merged_exercises_FULL_v2.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis - Copy.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis_-_Copy.tex	tex_test/tex/MATH-ALLS-2_theory-of-analysis_-_Copy.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis.tex	tex_test/tex/MATH-ALLS-2_theory-of-analysis.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis-FD.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis-FD.tex	tex_test/tex/MATH-ALLS-2_theory-of-analysis-FD.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis-FD2.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis-FD2.tex	tex_test/tex/MATH-ALLS-2_theory-of-analysis-FD2.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis-functions.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis-functions.tex	tex_test/tex/MATH-ALLS-2_theory-of-analysis-functions.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis-functions-II.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis-functions-II.tex	tex_test/tex/MATH-ALLS-2_theory-of-analysis-functions-II.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis-II.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis-II.tex	tex_test/tex/MATH-ALLS-2_theory-of-analysis-II.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis-numbers.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis-numbers.tex	tex_test/tex/MATH-ALLS-2_theory-of-analysis-numbers.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis-topics.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis-topics.tex	tex_test/tex/MATH-ALLS-2_theory-of-analysis-topics.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis-topology.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis-topology.tex	tex_test/tex/MATH-ALLS-2_theory-of-analysis-topology.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-2.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-2.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-2.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-all.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-all.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-all.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-all-maps.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-all-maps.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-all-maps.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-all-maps-all.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-all-maps-all.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-all-maps-all.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-all-maps-all2.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-all-maps-all2.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-all-maps-all2.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-gamma.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-gamma.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-gamma.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-maps.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-maps.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-maps.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-next.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-next.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-next.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-next2.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-next2.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-next2.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-series.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-series.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-series.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-topology.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-topology.tex	tex_test/tex/MATH-ALLS-2_theory-of-complex-analysis-topology.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-differential-geometry-1.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-differential-geometry-1.tex	tex_test/tex/MATH-ALLS-2_theory-of-differential-geometry-1.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-differential-geometry-2.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-differential-geometry-2.tex	tex_test/tex/MATH-ALLS-2_theory-of-differential-geometry-2.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-differential-geometry-MATH3D.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-differential-geometry-MATH3D.tex	tex_test/tex/MATH-ALLS-2_theory-of-differential-geometry-MATH3D.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-differential-geometry-topics.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-differential-geometry-topics.tex	tex_test/tex/MATH-ALLS-2_theory-of-differential-geometry-topics.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-disitrbutions.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-disitrbutions.tex	tex_test/tex/MATH-ALLS-2_theory-of-disitrbutions.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-geometry.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-geometry.tex	tex_test/tex/MATH-ALLS-2_theory-of-geometry.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-geometry-1.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-geometry-1.tex	tex_test/tex/MATH-ALLS-2_theory-of-geometry-1.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-geometry-2.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-geometry-2.tex	tex_test/tex/MATH-ALLS-2_theory-of-geometry-2.tex
MATH-ALLS-2	imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-geometry-3.tex	imports/COMPILE_READY/MATH-ALLS-2_theory-of-geometry-3.tex	tex_test/tex/MATH-ALLS-2_theory-of-geometry-3.tex
